BP.F.01	EFF.JD0.05	stmt-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.01 SOURCE (transcription)
BP.F.02	BP.F.01	proof-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.02 DEPENDS
BP.F.02	EFF.JD0.06	stmt-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.02 SOURCE (mechanism shadow)
BP.F.03	EFF.JD0.05	stmt-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.03 SOURCE (residual line)
BP.F.03	EFF.GRTJA.08	stmt-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.03 SOURCE (JA-RES action shape, at GRTJA arc 1/2)
BP.F.04	BP.F.01	proof-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.04 DEPENDS
BP.F.04	EFF.JD0.22	stmt-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.04 SOURCE (BOX-2 verbatim)
BP.F.04	HYP.74	stmt-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.04 SOURCE (ledger strength)
BP.F.04	HYP.39	stmt-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.04 SOURCE (signed grade bar)
BP.F.04	EFF.GRTJA.08	stmt-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.04 provenance (JA-RES leg, arc 1/2)
BP.F.04	EFF.GRTW2.19	stmt-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.04 provenance ((xi,w) covariance leg)
BP.F.04	EFF.GRTJA.11	stmt-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.04 provenance (ORB-RES leg)
BP.F.05	BP.F.01	proof-dep	F	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-F NODE F.05 DEPENDS
