BP.I.01	HYP.15	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.01 SOURCE (NS7 carrier at ledger strength)
BP.I.01	BP.C.94	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.01 DEPENDS (discharge route: gate-(b) cite [AGNPRW] Thm 5.2)
BP.I.02	HYP.25	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.02 SOURCE (A0_n carrier; GC-9 divergence recorded)
BP.I.02	lean:UniformityStatementDecided	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.02 DEPENDS (degree-n slice; body copied from the landed Prop, Statement.lean:84 — the CAP-node edge is deliberately NOT emitted: the CAP node's own out-edge is the assembly route CAP->I.16, and both directions together would be a false cycle)
BP.I.03	HYP.26	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.03 SOURCE (A1_n carrier)
BP.I.03	BP.H.93	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.03 DEPENDS (A1Cell/A1Family with the sigma-label)
BP.I.03	BP.H.94	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.03 (closure under the strengthened predicate)
BP.I.03	lean:exists_coveringMenu	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.03 DEPENDS (CoveringMenu, landed; evidence decl: Uniformity.Density.CoveringMenu)
BP.I.04	HYP.27	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.04 (A2_n = landed DrainageAt, Statement.lean:118; note node, no Lean file)
BP.I.05	HYP.24	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.05 SOURCE (window-pinning half, v4 re-sourced supplier)
BP.I.05	BP.H.89	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.05 DEPENDS (the e1=2 consulted-height discharge)
BP.I.05	BP.H.09	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.05 DEPENDS (StageInterface.hwin, the carried general field)
BP.I.05	EFF.GENHN.29	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.05 SOURCE (LEMMA GENHN-3 caps/consultation; orchestrator item O-2 books the missing transcription)
BP.I.06	HYP.81	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.06 SOURCE (GENHN-HE(mu>=3) carrier, n>=6)
BP.I.06	HYP.143	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.06 (the mu>=4 supplier gap rides HE3-BOX-6)
BP.I.06	EFF.GENHN.40	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.06 SOURCE (the open-box unit)
BP.I.07	HYP.82	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.07 SOURCE (GENHN-TOW-1 carrier, n>=8)
BP.I.07	BP.C.93	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.07 DEPENDS (the census made formal; body typed against C.93 at stub time)
BP.I.08	HYP.74	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.08 SOURCE (JD0-BOX-2; late-binding F, resolution item L-1)
BP.I.08	HYP.39	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.08 (grade bar CLOSED-SIGNED, provenance)
BP.I.08	EFF.JD0.05	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.08 PLACEHOLDER (EFF.JD0.05 [supplied-by: chapter F], GC-13(c))
BP.I.09	HYP.148	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.09 SOURCE (GENHN-BOX-2, n>=6; WELD-ZERO arc 1-of-2, licenses nothing)
BP.I.09	HYP.139	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.09 (the W-1 transport sub-residue, MATH at full strength)
BP.I.09	EFF.GENHN.50	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.09 PLACEHOLDER (EFF.GENHN.50 [supplied-by: chapter F], GC-13(c); resolution item L-2)
BP.I.10	BP.I.01	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 DEPENDS (ns7 field)
BP.I.10	BP.I.02	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 DEPENDS (a0 field)
BP.I.10	BP.I.03	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 DEPENDS (a1 field)
BP.I.10	BP.I.04	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 DEPENDS (a2 field = landed DrainageAt, via the I.04 note)
BP.I.10	BP.I.05	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 DEPENDS (windowPinning field)
BP.I.10	BP.I.06	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 DEPENDS (genhnHE field, 6 <= n)
BP.I.10	BP.I.07	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 DEPENDS (genhnTow1 field, 8 <= n)
BP.I.10	BP.I.08	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 DEPENDS (jd0 field; True placeholder until L-1)
BP.I.10	BP.I.09	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 DEPENDS (genhnBox2 field; True placeholder until L-2)
BP.I.10	BP.E.24	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 DEPENDS (ladder field = LadderSupply: HE7A + LB1 + MP1 + forall i>=3 carriers)
BP.I.10	HYP.41	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 (the (LB1) conjunct, via E.24/E.39)
BP.I.10	HYP.42	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 (the (MP1) conjunct, via E.24/E.40)
BP.I.10	HYP.57	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 (the (H-VARTHETA-RES)_i half of the forall i>=3 conjunct, via E.24/E.61)
BP.I.10	HYP.63	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.10 (the W_(<=i) half, via E.24/E.62 + C.89)
BP.I.11	HYP.121	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (AllOInterfaces reconciliation row: GENIND-1 -> H.93/H.94)
BP.I.11	HYP.122	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (RMG: out of cut, EXT:RMENGINE)
BP.I.11	HYP.123	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (ILN: rides HYP.148)
BP.I.11	HYP.124	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (GRB: out of cut)
BP.I.11	HYP.125	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (ITER-LAW: out of cut)
BP.I.11	HYP.126	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (W/J: consumers out of cone)
BP.I.11	HYP.127	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (DU: pricing-only)
BP.I.11	HYP.128	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (W-10: census O-11 out)
BP.I.11	HYP.129	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (J-D0 all-O: the forall O binder of F's carrier)
BP.I.11	HYP.130	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (L2core: quarry-side)
BP.I.11	HYP.131	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (HUMAN_PROOF: quarry-side)
BP.I.11	HYP.132	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (local-integrals: measure route quarantined, Q7)
BP.I.11	HYP.133	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (CONV: leanfinal monic-native)
BP.I.11	HYP.134	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.11 (GENHN-count: H section 7 at mu=2; mu>=3 rides HYP.81/148)
BP.I.12	HYP.27	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.12 (COND:A2_n resolution; carrier = landed DrainageAt)
COND:A2_n	BP.I.12	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I section 5 (orphan resolved; DAG_README flag 6)
COND:A2_n	HYP.27	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I section 5 (A2_n IS HYP.27's content; name-form miss in the 0c matcher)
BP.I.13	HYP.26	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.13 (COND:A1_n resolution)
BP.I.13	BP.I.03	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.13 (the composed carrier)
COND:A1_n	BP.I.13	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I section 5 (orphan resolved)
COND:A1_n	HYP.26	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I section 5 (A1_n IS HYP.26's content)
BP.I.14	HYP.24	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.14 (COND:(H-e)-window-pinning resolution)
BP.I.14	BP.I.05	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.14 (the composed carrier)
COND:H-e)-window-pinning	BP.I.14	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I section 5 (orphan resolved; literal id per [F7])
COND:H-e)-window-pinning	HYP.24	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I section 5 (the pinning half of HYP.24, v4 re-sourced)
